id,page,category,jp,kana,pos,km,example_jp,example_km
d36_18,36,vocab,習得,しゅうとく,,ការរៀនសូត្រ / ការចេះជំនាញ,,
d36_19,36,vocab,車内,しゃない,,ក្នុងរថយន្ត,,
d36_20,36,vocab,場所,ばしょ,,កន្លែង,,
d36_21,36,vocab,確認,かくにん,,ការពិនិត្យ / ការធានាឱ្យច្បាស់,,
d36_22,36,vocab,煙,けむり,,ផ្សែង,,
d36_23,36,vocab,出やすい,でやすい,,ងាយនឹងចេញ / ងាយនឹងមាន,,
d36_24,36,vocab,燃やす,もやす,,ដុត,,
d36_25,36,grammar,〜ときの措置,,វេយ្យាករណ៍,វិធានការនៅពេលដែល...,,
d36_26,36,grammar,〜すぐに次,,វេយ្យាករណ៍,សូមអនុវត្តតាមវិធានការខាងក្រោមនេះជាបន្ទាន់,,
d36_27,36,grammar,〜を知,,វេយ្យាករណ៍,ប៊ូតុងសម្រាប់ផ្ដល់ដំណឹងអំពីភាពអាសន្ន,,
d36_28,36,grammar,〜がない場合,,វេយ្យាករណ៍,ក្នុងករណីដែលគ្មាន...,,
d36_29,36,grammar,〜おそれがありますから,,វេយ្យាករណ៍,ដោយសារតែមានហានិភ័យថា... (ប្រើសម្រាប់ព្រមានពីគ្រោះថ្នាក់),,
d36_30,36,grammar,〜習得,,វេយ្យាករណ៍,សូមរៀនសូត្រឱ្យចេះជំនាញ... ទុកជាមុន,,
d36_31,36,grammar,〜確認,,វេយ្យាករណ៍,សូមពិនិត្យមើល... ទុកជាមុន (ឱ្យបានច្បាស់លាស់),,
d37_01,37,vocab,高速道路,こうそくどうろ,,ផ្លូវល្បឿនលឿន,,
d37_02,37,vocab,走行,そうこう,,ការបើកបរ,,
d37_03,37,vocab,車,くるま,,រថយន្ត,,
d37_04,37,vocab,点検,てんけん,,ការត្រួតពិនិត្យ,,
d37_05,37,vocab,通行,つうこう,,ការធ្វើចរាចរណ៍,,
d37_06,37,vocab,場合,ばあい,,ករណី,,
d37_07,37,vocab,燃料,ねんりょう,,ប្រេងឥន្ធនៈ,,
d37_08,37,vocab,冷却水,れいきゃくすい,,ទឹកត្រជាក់ (សម្រាប់ម៉ាស៊ីន),,
d37_09,37,vocab,不足,ふそく,,ការខ្វះខាត,,
d37_10,37,vocab,停止,ていし,,ការឈប់,,
d37_11,37,vocab,必要,ひつよう,,ចាំបាច់,,
d37_12,37,vocab,量,りょう,,បរិមាណ,,
d37_13,37,vocab,十分,じゅうぶん,,គ្រប់គ្រាន់,,
d37_14,37,vocab,規定,きてい,,បទប្បញ្ញត្តិ / ស្តង់ដារកំណត់,,
d37_15,37,vocab,範囲内,はんいない,,ក្នុងដែនកំណត់,,
d37_16,37,vocab,確実,かくじつ,,ប្រាកដ / យ៉ាងម៉ត់ចត់,,
d37_17,37,vocab,締,し,,ត្រូវបានបិទជិត,,
d37_18,37,vocab,適当,てきとう,,សមស្រប / ត្រឹមត្រូវ,,
d37_19,37,vocab,張,は,,ភាពយឺត / កម្រិតតឹងនៃខ្សែពាន,,
d37_20,37,vocab,損傷,そんしょう,,ការខូចខាត,,
d37_21,37,vocab,空気圧,くうきあつ,,សម្ពាធខ្យល់,,
d37_22,37,vocab,溝,みぞ,,ចង្អូរ (សំបកកង់),,
d37_23,37,vocab,深,ふか,,ជម្រៅ,,
d37_24,37,grammar,〜する場合,,វេយ្យាករណ៍,ក្នុងករណីដែលធ្វើ... / នៅពេលដែលធ្វើ...,,
d37_25,37,grammar,〜ことのないよう,,វេយ្យាករណ៍,ដើម្បីកុំឱ្យមានរឿង... (ប្រើដើម្បីបង្ការបញ្ហាដូចជា ការឈប់រថយន្តដោយសារខ្វះប្រេង),,
d37_26,37,grammar,〜する必要,,វេយ្យាករណ៍,ចាំបាច់ត្រូវតែធ្វើ...,,
d37_27,37,grammar,〜であるか,,វេយ្យាករណ៍,តើ... ឬទេ? (ទម្រង់សួរនាំសម្រាប់ត្រួតពិនិត្យភាពត្រឹមត្រូវ),,
d37_28,37,grammar,〜また、〜がないか,,វេយ្យាករណ៍,តើ... ឬក៏មាន... អត់? (ទម្រង់សួរនាំបញ្ជាក់ពីភាពខូចខាត),,
d38_01,38,vocab,積荷,つみに,,ទំនិញដែលផ្ទុក / អីវ៉ាន់,,
d38_02,38,vocab,点検,てんけん,,ការត្រួតពិនិត្យ,,
d38_03,38,vocab,高速走行,こうそくそうこう,,ការបើកបរក្នុងល្បឿនលឿន,,
d38_04,38,vocab,危険,きけん,,គ្រោះថ្នាក់,,
d38_05,38,vocab,高速道路,こうそくどうろ,,ផ្លូវល្បឿនលឿន,,
d38_06,38,vocab,通行,つうこう,,ការធ្វើចរាចរណ៍,,
d38_07,38,vocab,荷物,にもつ,,អីវ៉ាន់ / ទំនិញ,,
d38_08,38,vocab,必要,ひつよう,,ចាំបាច់,,
d38_09,38,vocab,措置,そち,,វិធានការ,,
d38_10,38,vocab,通行区分,つうこうくぶん,,ការបែងចែកគន្លងផ្លូវ,,
d38_11,38,vocab,遵守,じゅんしゅ,,ការគោរពតាម (ច្បាប់),,
d38_12,38,vocab,右側,みぎがわ,,ខាងស្តាំ,,
d38_13,38,vocab,車,くるま,,រថយន្ត,,
d38_14,38,vocab,通行帯,つうこうたい,,គន្លងផ្លូវ (សម្រាប់បើកបរ),,
d38_15,38,vocab,追越車線,おいこししゃせん,,គន្លងផ្លូវសម្រាប់វ៉ាជែង,,
d38_16,38,vocab,走行車線,そうこうしゃせん,,គន្លងផ្លូវសម្រាប់បើកបរធម្មតា,,
d38_17,38,vocab,左側,ひだりがわ,,ខាងឆ្វេង,,
d38_18,38,vocab,走行,そうこう,,ការបើកបរ,,
d38_19,38,vocab,自動車国道,じどうしゃこくどう,,ផ្លូវហាយវេជាតិ,,
d38_20,38,vocab,標識,ひょうしき,,ស្លាកសញ្ញា,,
d38_21,38,vocab,指定,してい,,ការកំណត់ / ការចង្អុលបង្ហាញ,,
d38_22,38,vocab,場合,ばあい,,ករណី,,
d38_23,38,vocab,除,のぞ,,លើកលែងតែ,,
d38_24,38,vocab,専用道路,せんようどうろ,,ផ្លូវសម្រាប់រថយន្តតែប៉ុណ្ណោះ,,
d38_25,38,vocab,区間,くかん,,ផ្នែកនៃផ្លូវ / គន្លងផ្លូវ,,
d38_26,38,vocab,路肩,ろかた,,ចិញ្ចើមផ្លូវ,,
d38_27,38,vocab,路側帯,ろそくたい,,គែមផ្លូវ / ចិញ្ចើមផ្លូវ,,
d38_28,38,grammar,〜なければいけません,,វេយ្យាករណ៍,ត្រូវតែធ្វើ... (ទម្រង់បង្ហាញពីកាតព្វកិច្ច),,
d38_29,38,grammar,〜のために空,,វេយ្យាករណ៍,ទុកឱ្យទំនេរសម្រាប់... (ទម្រង់ណែនាំឱ្យទុកគន្លងផ្លូវទំនេរសម្រាប់វ៉ាជែង),,
d38_30,38,grammar,〜を除,,វេយ្យាករណ៍,លើកលែងតែ... (ទម្រង់បង្ហាញពីករណីលើកលែង),,
d38_31,38,grammar,〜してはいけません,,វេយ្យាករណ៍,មិនអនុញ្ញាតឱ្យ... / មិនត្រូវ... (ទម្រង់ហាមឃាត់ដាច់ខាត),,
d39_01,39,vocab,坂道,さかみち,,ផ្លូវជម្រាល,,
d39_02,39,vocab,走行,そうこう,,ការបើកបរ,,
d39_03,39,vocab,上り,のぼり,,ការបើកបរឡើង (ផ្លូវឡើង),,
d39_04,39,vocab,車,くるま,,រថយន្ត,,
d39_05,39,vocab,優先,ゆうせん,,អាទិភាព,,
d39_06,39,vocab,発進,はっしん,,ការចេញដំណើរ,,
d39_07,39,vocab,狭い,せまい,,ចង្អៀត,,
d39_08,39,vocab,道,みち,,ផ្លូវ,,
d39_09,39,vocab,下り,くだり,,ការបើកបរចុះ (ផ្លូវចុះ),,
d39_10,39,vocab,譲り,ゆずり,,ការផ្ដល់អាទិភាព / ការគេចឱ្យ,,
d39_11,39,vocab,近く,ちかく,,ជិត,,
d39_12,39,vocab,待避所,たいひじょ,,ចំណតសម្រាប់រង់ចាំ / កន្លែងវាង (ដើម្បីឱ្យរថយន្តផ្សេងទៀតបើកកាត់),,
d39_13,39,vocab,一時的,いちじてき,,ជាបណ្ដោះអាសន្ន,,
d39_14,39,vocab,空ける,あける,,ទុកឱ្យទំនេរ,,
d39_15,39,vocab,注意,ちゅうい,,ការប្រុងប្រយ័ត្ន,,
d39_16,39,vocab,長い,ながい,,វែង,,
d39_17,39,vocab,過ぎる,すぎる,,ហួស / ខ្លាំងពេក (ប្រើក្នុងន័យ ប្រើហ្វ្រាំងខ្លាំងពេក),,
d39_18,39,vocab,過熱,かねつ,,ការឡើងកម្ដៅខ្លាំង,,
d39_19,39,vocab,摩擦力,まさつりょく,,កម្លាំងកកិត,,
d39_20,39,vocab,低下,ていか,,ការថយចុះ,,
d39_21,39,vocab,現象,げんしょう,,បាតុភូត,,
d39_22,39,vocab,発生,はっせい,,ការកើតឡើង,,
d39_23,39,vocab,速度,そくど,,ល្បឿន,,
d39_24,39,vocab,危険,きけん,,គ្រោះថ្នាក់,,
d39_25,39,vocab,状態,じょうたい,,ស្ថានភាព,,
d39_26,39,vocab,低速,ていそく,,ល្បឿនទាប,,
d39_27,39,vocab,排気,はいき,,ការបញ្ចេញឧស្ម័ន (ហ្វ្រាំងម៉ាស៊ីនប្រភេទ Exhaust brake),,
d39_28,39,vocab,活用,かつよう,,ការប្រើប្រាស់ឱ្យមានប្រសិទ្ធភាព,,
d39_29,39,grammar,〜ため,,វេយ្យាករណ៍,ដោយសារតែ... (បង្ហាញពីមូលហេតុ),,
d39_30,39,grammar,〜ましょう,,វេយ្យាករណ៍,សូម... / តោះ... (ទម្រង់ណែនាំឱ្យអនុវត្ត),,
d39_31,39,grammar,〜とき,,វេយ្យាករណ៍,នៅពេលដែលមាន...,,
d39_32,39,grammar,〜現象,,វេយ្យាករណ៍,ត្រូវបានគេហៅថា... (ទម្រង់ពន្យល់ពីឈ្មោះបាតុភូត),,
d39_33,39,grammar,〜ことができず,,វេយ្យាករណ៍,មិនអាចធ្វើ... បាន (ទម្រង់បង្ហាញពីការបាត់បង់លទ្ធភាពក្នុងការគ្រប់គ្រង),,
d39_34,39,grammar,〜とき、〜活用,,វេយ្យាករណ៍,នៅពេលដែល... សូមប្រើប្រាស់... (ទម្រង់ណែនាំពីរបៀបបើកបរលើផ្លូវជម្រាល),,
d40_01,40,vocab,使用,しよう,,ការប្រើប្រាស់,,
d40_02,40,vocab,少なく,すくなく,,តិច / បន្ថយ,,
d40_03,40,vocab,ギア抜け,ギアぬけ,,ការរបូតលេខ (ម៉ាស៊ីនរថយន្ត),,
d40_04,40,vocab,変速機,へんそくき,,ប្រអប់លេខ,,
d40_05,40,vocab,意図,いと,,ចេតនា / បំណង,,
d40_06,40,vocab,選択,せんたく,,ការជ្រើសរើស,,
d40_07,40,vocab,位置,いち,,ទីតាំង,,
d40_08,40,vocab,現象,げんしょう,,បាតុភូត,,
d40_09,40,vocab,場合,ばあい,,ករណី,,
d40_10,40,vocab,ただちに,,,ភ្លាមៗ,,
d40_11,40,vocab,用いて,もちいて,,ប្រើប្រាស់,,
d40_12,40,vocab,十分,じゅうぶん,,គ្រប់គ្រាន់,,
d40_13,40,vocab,減速,げんそく,,ការបន្ថយល្បឿន,,
d40_14,40,vocab,停車,ていしゃ,,ការឈប់,,
d40_15,40,vocab,必要,ひつよう,,ចាំបាច់,,
d40_16,40,vocab,手前,てまえ,,ចម្ងាយមុននឹងដល់...,,
d40_17,40,vocab,速度,そくど,,ល្បឿន,,
d40_18,40,vocab,道路,どうろ,,ផ្លូវ,,
d40_19,40,vocab,外,そと,,ខាងក្រៅ,,
d40_20,40,vocab,飛び出し,とびだし,,ការហោះចេញ / ការលយចេញ,,
d40_21,40,vocab,横転,おうてん,,ការក្រឡាប់,,
d40_22,40,vocab,危険,きけん,,គ្រោះថ្នាក់,,
d40_23,40,vocab,切る,きる,,បត់ (ចង្កូត),,
d40_24,40,vocab,事故,じこ,,គ្រោះថ្នាក់ / ឧបទ្ទវហេតុ,,
d40_25,40,vocab,重大,じゅうだい,,ធ្ងន់ធ្ងរ,,
d40_26,40,vocab,慎重,しんちょう,,ការប្រុងប្រយ័ត្នខ្ពស់,,
d40_27,40,vocab,操作,そうさ,,ការប្រតិបត្តិការ (ចុចប៊ូតុង ឬប្រើប្រាស់ចង្កូត),,
d40_28,40,vocab,行う,おこなう,,ធ្វើ / អនុវត្ត,,
d40_29,40,vocab,高速道路,こうそくどうろ,,ផ្លូវល្បឿនលឿន,,
d40_30,40,vocab,トンネル内,トンネルない,,ក្នុងរូងភ្នំ,,
d40_31,40,vocab,発生,はっせい,,ការកើតឡើង,,
d40_32,40,vocab,巻き込まれる,まきこまれる,,ការជាប់ពាក់ព័ន្ធ / ការចូលទៅជាប់ (ក្នុងគ្រោះថ្នាក់),,
d40_33,40,grammar,〜,,វេយ្យាករណ៍,សូមព្យាយាម... / សូមយកចិត្តទុកដាក់... (ទម្រង់ណែនាំឱ្យអនុវត្ត),,
d40_34,40,grammar,〜など,,វេយ្យាករណ៍,អ្វីមួយដូចជា... ជាដើម,,
d40_35,40,grammar,〜ことにつながる,,វេយ្យាករណ៍,នាំទៅរក... / ផ្សារភ្ជាប់ទៅនឹង... (បង្ហាញពីលទ្ធផលអាក្រក់),,
d40_36,40,grammar,〜し過,,វេយ្យាករណ៍,ធ្វើ... ខ្លាំងពេក (ប្រើក្នុងន័យ ប្រើហ្វ្រាំងខ្លាំងពេក ឬបើកលឿនពេក),,
d40_37,40,grammar,〜やすくなります,,វេយ្យាករណ៍,ងាយនឹង... (ទម្រង់បង្ហាញពីលទ្ធភាពដែលអាចកើតឡើង),,
d40_38,40,grammar,〜必要,,វេយ្យាករណ៍,ចាំបាច់ត្រូវតែធ្វើ...,,
d163_01,163,vocab,ロープ,,,ខ្សែពួរ,,
d163_02,163,vocab,フック,,,ថ្ពក់ / គន្លឹះដែក,,
d163_03,163,vocab,エンジン,,,ម៉ាស៊ីន,,
d163_04,163,vocab,ブレーキ,,,ហ្វ្រាំង,,
d163_05,163,vocab,掛ける,かける,,ព្យួរ / រុំ / ចង (ក្នុងបរិបទនេះ៖ ចងខ្សែរ៉ូប),,
d163_06,163,vocab,解く,とく,,ស្រាយ / បន្ធូរ,,
d163_07,163,vocab,作業,さぎょう,,ការងារ / សកម្មភាពការងារ,,
d163_08,163,vocab,前,まえ,,មុនពេល / ខាងមុខ,,
d163_09,163,vocab,点検,てんけん,,ការត្រួតពិនិត្យ,,
d163_10,163,vocab,乾いた,かわいた,,ដែលស្ងួត,,
d163_11,163,vocab,二人,ににん / ふたり,,មនុស្សពីរនាក់,,
d163_12,163,vocab,場合,ばあい,,ករណី / ក្នុងករណី,,
d163_13,163,vocab,お互いに,おたがいに,,ទៅវិញទៅមក,,
d163_14,163,vocab,確認,かくにん,,ការបញ្ជាក់ / ការផ្ទៀងផ្ទាត់,,
d163_15,163,vocab,締める,しめる,,រឹតបន្តឹង / បង្កើនភាពតឹង,,
d163_16,163,vocab,体,からだ,,រាងកាយ / ខ្លួនប្រាណ,,
d163_17,163,vocab,車,くるま,,ឡាន / រថយន្ត,,
d163_18,163,vocab,向ける,むける,,បែរទៅរក,,
d163_19,163,vocab,足,あし,,ជើង,,
d163_20,163,vocab,斜めに,ななめに,,ដែលទ្រេត / ផ្អៀង / បញ្ឆិត,,
d163_21,163,vocab,開いた,ひらいた,,ដែលបើក / ជំហរ,,
d163_22,163,vocab,姿勢,しせい,,ឥរិយាបថ / ទម្រង់រាងកាយ,,
d163_23,163,vocab,垂直,すいちょく,,ដែលបញ្ឈរ / ខ្សែត្រង់បាញ់ចិត,,
d163_24,163,vocab,引く,ひく,,ទាញ,,
d163_25,163,vocab,荷物,にもつ,,អីវ៉ាន់ / ភស្តុភារ,,
d163_26,163,vocab,上,うえ,,ខាងលើ,,
d163_27,163,vocab,低く,ひくく,,ដែលទាប,,
d163_28,163,vocab,荷台,にだい,,ទ្រុងឡាន / កន្លែងដាក់អីវ៉ាន់លើឡាន,,
d163_29,163,vocab,前方,ぜんぽう,,ខាងមុខ,,
d163_30,163,vocab,運転席,うんてんせき,,កៅអីអ្នកបើកបរ,,
d163_31,163,vocab,後方,こうほう,,ខាងក្រោយ,,
d163_32,163,vocab,背,せ,,ខ្នង,,
d163_33,163,vocab,角,かど,,ជ្រុង / កែង,,
d163_34,163,vocab,当て物,あてもの,,របាំងទ្រាប់ / របស់សម្រាប់កល់ទ្រាប់,,
d163_35,163,vocab,両側,りょうがわ,,ទាំងសងខាង,,
d163_36,163,vocab,直線,ちょくせん,,ខ្សែត្រង់,,
d163_37,163,vocab,結ぶ,むすぶ,,ចង / ចងភ្ជាប់,,
d163_38,163,vocab,平らな,たいらな,,ដែលរាបស្មើ,,
d163_39,163,vocab,場所,ばしょ,,ទីកន្លែង,,
d163_40,163,vocab,停止,ていし,,ការបញ្ឈប់ / ការផ្ទុករថយន្ត (ក្នុងអត្ថបទប្រើ 停めて),,
d163_41,163,vocab,駐車,ちゅうしゃ,,ការចតរថយន្ត,,
d163_42,163,vocab,輪止め,わどめ,,ដុំកល់កង់ឡាន (មិនឱ្យរមៀល),,
d163_43,163,vocab,危険,きけん,,គ្រោះថ្នាក់,,
d163_44,163,vocab,作業中,さぎょうちゅう,,ក្នុងកំឡុងពេលធ្វើការ,,
d163_45,163,vocab,乗る,のる,,ឡើងជិះ / ឡើងលើ,,
d163_46,163,grammar,〜の前,,វេយ្យាករណ៍,មុនពេល... / នៅខាងមុខ...,,
d163_47,163,grammar,〜中,,វេយ្យាករណ៍,នៅក្នុងកំឡុងពេល... (ឧទាហរណ៍៖ 作業中 = ក្នុងកំឡុងពេលធ្វើការ),,
d163_48,163,grammar,〜場合,,វេយ្យាករណ៍,ក្នុងករណី... / នៅពេលដែល...,,
d163_49,163,grammar,〜上,,វេយ្យាករណ៍,នៅខាងលើ... (ឧទាហរណ៍៖ 荷物の上 = នៅលើអីវ៉ាន់),,
d164_01,164,vocab,シート,,,តង់ / ផ្ទាំងតង់កៅស៊ូសម្រាប់គ្រប,,
d164_02,164,vocab,ロープ,,,ខ្សែពួរ,,
d164_03,164,vocab,ゴム紐,ゴムひも,,ខ្សែយឺត / ខ្សែកៅស៊ូ,,
d164_04,164,vocab,ロープフック,,,ថ្ពក់ដែកសម្រាប់ចងខ្សែរ៉ូប,,
d164_05,164,vocab,掛け・掛ける,かけ・かける,,ការគ្រប / គ្រប (ក្នុងបរិបទនេះ៖ គ្របតង់),,
d164_06,164,vocab,外し,はずし,,ការដោះចេញ / ការបកចេញ,,
d164_07,164,vocab,作業,さぎょう,,ការងារ / សកម្មភាពការងារ,,
d164_08,164,vocab,荷物,にもつ,,អីវ៉ាន់ / ភស្តុភារ,,
d164_09,164,vocab,異常,いじょう,,ភាពមិនប្រក្រតី / បញ្ហាខូចខាត,,
d164_10,164,vocab,確認,かくにん,,ការបញ្ជាក់ / ការផ្ទៀងផ្ទាត់,,
d164_11,164,vocab,荷台,にだい,,ទ្រុងឡាន / កន្លែងដាក់អីវ៉ាន់លើឡាន,,
d164_12,164,vocab,中心,ちゅうしん,,ចំណុចកណ្តាល,,
d164_13,164,vocab,合わせ,あわせ,,ការតម្រឹមឱ្យត្រូវ / ផ្អឹបចូលគ្នា,,
d164_14,164,vocab,後,うしろ,,ខាងក្រោយ,,
d164_15,164,vocab,広げ,ひろげ,,ការលាត / ពង្រីកចេញ,,
d164_16,164,vocab,足元,あしもと,,កន្លែងជើងជាន់ / ក្រោមជើង,,
d164_17,164,vocab,注意,ちゅう意 / ちゅうい,,ការប្រុងប្រយ័ត្ន,,
d164_18,164,vocab,側面,そくめん,,ផ្នែកចំហៀង / ខាងចំហៀង,,
d164_19,164,vocab,向いて,むいて,,បែរទៅរក,,
d164_20,164,vocab,片方,かたほう,,ម្ខាង / ខាងណាម្ខាង,,
d164_21,164,vocab,膝,ひざ,,ជង្គង់,,
d164_22,164,vocab,体,からだ,,រាងកាយ / ខ្លួនប្រាណ,,
d164_23,164,vocab,前,まえ,,ខាងមុខ,,
d164_24,164,vocab,倒して,たおして,,ឱនទៅមុខ / បង្ទន់ខ្លួន,,
d164_25,164,vocab,車,くるま,,ឡាន / រថយន្ត,,
d164_26,164,vocab,すそ,,,ជាយ / ជាយតង់,,
d164_27,164,vocab,止め,とめ,,ការចងភ្ជាប់ / ការរឹតឱ្យជាប់,,
d164_28,164,vocab,鳥居,とりい,,របាំងដែកការពារនៅខាងក្រោយកាប៊ីនឡាន,,
d164_29,164,vocab,後部,こうぶ,,ផ្នែកខាងក្រោយ,,
d164_30,164,vocab,あおり側,あおりがわ,,ហ្វ្រាំងទ្រុងឡាន / របាំងចំហៀងទ្រុងឡាន,,
d164_31,164,vocab,折り曲げて,おりまげて,,បត់ / បត់បញ្ចូលគ្នា,,
d164_32,164,grammar,〜の前,,វេយ្យាករណ៍,មុនពេល... / នៅខាងមុខ...,,
d164_33,164,grammar,〜中,,វេយ្យាករណ៍,នៅក្នុងកំឡុងពេល...,,
d164_34,164,grammar,〜場合,,វេយ្យាករណ៍,ក្នុងករណី... / នៅពេលដែល...,,
d164_35,164,grammar,〜上,,វេយ្យាករណ៍,នៅខាងលើ...,,
d164_36,164,grammar,〜側,,វេយ្យាករណ៍,នៅខាង... / ផ្នែកខាង... (ឧទហរណ៍៖ 側面 = ផ្នែកខាងចំហៀង),,
d165_01,165,vocab,シート,,,តង់ / ផ្ទាំងតង់កៅស៊ូសម្រាប់គ្រប,,
d165_02,165,vocab,ゴム紐,ゴムひも,,ខ្សែយឺត / ខ្សែកៅស៊ូ,,
d165_03,165,vocab,ルーフキャリヤ,,,ឃ្លុប ឬស៊ុមដែកសម្រាប់ផ្ទុកអីវ៉ាន់នៅលើដំបូលឡាន,,
d165_04,165,vocab,外す,はずす,,ដោះចេញ / បកចេញ,,
d165_05,165,vocab,作業,さぎょう,,ការងារ / សកម្មភាពការងារ,,
d165_06,165,vocab,荷物,にもつ,,អីវ៉ាន់ / ភស្តុភារ,,
d165_07,165,vocab,異常,いじょう,,ភាពមិនប្រក្រតី / បញ្ហាខូចខាត,,
d165_08,165,vocab,確認,かくにん,,ការបញ្ជាក់ / ការផ្ទៀងផ្ទាត់,,
d165_09,165,vocab,二人,ににん / ふたり,,មនុស្សពីរនាក់,,
d165_10,165,vocab,引き下ろす,ひきおろす,,ទាញទម្លាក់ចុះក្រោម,,
d165_11,165,vocab,後で,あとで,,នៅពេលក្រោយ / បន្ទាប់មក,,
d165_12,165,vocab,広げやすい,ひろげやすい,,ដែលងាយស្រួលលាតចេញ,,
d165_13,165,vocab,たたみましょう,,,សូមបត់វា / គួរបត់វាទុក,,
d165_14,165,vocab,運転台,うんてんだい,,កាប៊ីនឡាន / កន្លែងតែកុងបើកបរ,,
d165_15,165,vocab,乗せる,のせる,,លើកដាក់លើ / ផ្ទុកឡើងលើ,,
d165_16,165,vocab,荷台,にだい,,ទ្រុងឡាន / កន្លែងដាក់អីវ៉ាន់លើឡាន,,
d165_17,165,vocab,重い,おもい,,ដែលធ្ងន់,,
d165_18,165,grammar,〜の前,,វេយ្យាករណ៍,មុនពេល... / នៅខាងមុខ...,,
d165_19,165,grammar,〜中,,វេយ្យាករណ៍,នៅក្នុងកំឡុងពេល...,,
d165_20,165,grammar,〜場合,,វេយ្យាករណ៍,ក្នុងករណី... / នៅពេលដែល...,,
d165_21,165,grammar,〜上,,វេយ្យាករណ៍,នៅខាងលើ...,,
d165_22,165,grammar,〜から,,វេយ្យាករណ៍,បន្ទាប់ពី... / ពី... (ឧទាហរណ៍៖ 荷台に乗せてから = បន្ទាប់ពីលើកដាក់លើទ្រុងឡានហើយ),,
d166_01,166,vocab,バンボデー車,バンボデーしゃ,,ឡានកុងតឺន័រ / ឡានឃ្លុបបិទជិត,,
d166_02,166,vocab,ラッシングベルト,,,ខ្សែរឹតចងអីវ៉ាន់ (ខ្សែក្រវាត់រឹតទំនិញ),,
d166_03,166,vocab,パレットローダー,,,ប្រព័ន្ធរមូរសម្រាប់រុញក្ដារប៉ាឡែតនៅក្នុងទ្រុងឡាន,,
d166_04,166,vocab,積卸し,つみおろし,,ការលើកដាក់និងទម្លាក់អីវ៉ាន់,,
d166_05,166,vocab,作業,さぎょう,,การងារ / សកម្មភាពការងារ,,
d166_06,166,vocab,荷物,にもつ,,អីវ៉ាន់ / ភស្តុភារ,,
d166_07,166,vocab,すき間,すきま,,ប្រហោង / ចន្លោះទំនេរ,,
d166_08,166,vocab,積み,つみ,,ការរៀបទុក / ការផ្ទុកអីវ៉ាន់,,
d166_09,166,vocab,積み過ぎ,つみすぎ,,ការផ្ទុកអីវ៉ាន់លើសទម្ងន់ (លើសចំណុះ),,
d166_10,166,vocab,偏らない,かたよらない,,មិនឱ្យលំអៀងទៅម្ខាង / ឱ្យមានតុល្យភាព,,
d166_11,166,vocab,場合,ばあい,,ករណី / ក្នុងករណី,,
d166_12,166,vocab,使って,つかって,,ដោយប្រើប្រាស់,,
d166_13,166,vocab,動く,うហ្គូគឹ,,កម្រើក / រំកិល,,
d166_14,166,vocab,防ぎ,ふせぎ,,ការការពារ / ការទប់ស្កាត់,,
d166_15,166,vocab,荷台,にだい,,ទ្រុងឡាន / កន្លែងដាក់អីវ៉ាន់លើឡាន,,
d166_16,166,vocab,つまづいたり,,,ជំពប់ជើង,,
d166_17,166,vocab,転んだり,ころんだり,,ដួល / រអិលដួល,,
d166_18,166,vocab,足元,あしもと,,កន្លែងជើងជាន់ / ក្រោមជើង,,
d166_19,166,vocab,段差,だんさ,,កម្រិតកម្ពស់ខុសគ្នា / ថ្នាក់ជណ្ដើរតូចៗ,,
d166_20,166,vocab,注意,ちゅうい,,ការប្រុងប្រយ័ត្ន,,
d166_21,166,vocab,扉,とびら,,ទ្វារ / ទ្វារទ្រុងឡាន,,
d166_22,166,vocab,開く,ひらく / あける,,បើក,,
d166_23,166,vocab,一度に,いちどに,,ក្នុងពេលតែមួយ / ភ្លាមៗតែម្ដង,,
d166_24,166,vocab,大きく,おおきく,,ដែលធំ / យ៉ាងខ្លាំង,,
d166_25,166,vocab,少しずつ,すこしずつ,,បន្តិចម្តងៗ,,
d166_26,166,vocab,状態,じょうたい,,ស្ថានភាព / ភាពជាក់ស្តែង,,
d166_27,166,vocab,確認,かくにん,,ការបញ្ជាក់ / ការផ្ទៀងផ្ទាត់,,
d166_28,166,grammar,〜の前,,វេយ្យាករណ៍,មុនពេល... / នៅខាងមុខ...,,
d166_29,166,grammar,〜中,,វេយ្យាករណ៍,នៅក្នុងកំឡុងពេល...,,
d166_30,166,grammar,〜場合,,វេយ្យាករណ៍,ក្នុងករណី... / នៅពេលដែល...,,
d166_31,166,grammar,〜上,,វេយ្យាករណ៍,នៅខាងលើ...,,
d166_32,166,grammar,〜すぎ,,វេយ្យាករណ៍,ហួសហេតុ / ពេក (ឧទាហរណ៍៖ 積み過ぎ = ផ្ទុកអីវ៉ាន់ច្រើនពេក),,
d166_33,166,grammar,〜ながら,,វេយ្យាករណ៍,បណ្តើរ...បណ្តើរ (ឧទាហរណ៍៖ 開けながら確認 = បើកបណ្តើរពិនិត្យមើលបណ្តើរ),,
d167_01,167,vocab,ロールボックスパレット,,,ឡានរុញទ្រុងដែក (កន្ត្រកដែកមានកង់សម្រាប់ដាក់ទំនិញ),,
d167_02,167,vocab,トラック,,,ឡានដឹកទំនិញ / រថយន្តសណ្ដោង,,
d167_03,167,vocab,カーブ,,,ផ្លូវបត់ / ផ្លូវកោង,,
d167_04,167,vocab,メートル,,,ម៉ែត្រ,,
d167_05,167,vocab,積卸し,つみおろし,,ការលើកដាក់និងទម្លាក់អីវ៉ាន់,,
d167_06,167,vocab,胸,むね,,ទ្រូង,,
